,0,1,2,3,4,5,6,7,8
126,《探灵档案》,2015.3.7,2015.3.22,壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司,彭发,马浴柯-吴昕-潘粤明-王景春-莫小棋-朱雨辰-洪天明-陈国坤-刘颖仪,悬疑-惊悚,票房（万）34.1,福州
127,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,福州
128,《前任2：备胎反击战》,2015.11.6,2015.12.20,华谊兄弟传媒股份有限公司、新圣堂影业,田羽生,郑恺-郭采洁-张艺兴-王传君,爱情-喜剧,票房（万）2200.2,北京
129,《探灵档案》,2015.3.7,2015.3.22,壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司,彭发,马浴柯-吴昕-潘粤明-王景春-莫小棋-朱雨辰-洪天明-陈国坤-刘颖仪,悬疑-惊悚,票房（万）34.1,广州
130,《简单爱》,2015.7.3,2015.7.19,中视合利（北京）文化投资有限公司一鸣影业公司（美国）,崔龄燕,许绍洋-张琳-谢雨芩-石铭熙,都市浪漫爱情喜剧,票房（万）232.7,沈阳
131,《爱情魔发师》,2015.7.17,2015.8.2,北京仁和博纳文化传媒有限公司,倾海,游游-张燃-朱咪咪-黄一飞-崔浩博-王子轩,喜剧 / 爱情,票房（万）2.3,上海
132,《最美的时候遇见你》,2015.12.11,2015.12.27,广州遐迩文化传播有限公司,吴娜,谭松韵-罗云熙,校园-爱情-喜剧,票房（万）15.2,广州
133,《百团大战》,2015.8.28,2015.10.11,八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司,宁海强-张玉中,陶泽如-刘之冰-印小天-吴越-唐国强-王伍福,战争/历史,票房（万）4137.3,北京
134,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,成都
135,《爱之初体验》,2015.8.7,2015.8.23,上海锦瑟天下影视有限公司,海涛,张超-李晓峰-张瑶-吴大维-屈菁菁-刘雅瑟-乔曦,喜剧/爱情,票房（万）31.7,长沙
136,《破风》,2015.8.7,2015.9.13,恒大影视文化有限公司,林超贤,彭于晏-窦骁-崔始源-王珞丹-陈家乐-欧阳娜娜-连凯,剧情、运动、爱情,票房（万）1429.1,上海
137,《将错就错》,2015.3.5,2015.3.29,中国电影股份有限公司等,王宁,小沈阳-田亮-陈小春-熊黛林,爱情、喜剧,票房（万）397.4,成都
138,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,济南
139,《冲上云霄》,2015.2.19,2015.3.29,寰亚电影制作有限公司,叶伟信-邹凯光,古天乐-郑秀文-吴镇宇-张智霖-佘诗曼-郭采洁,剧情-爱情,票房（万）1563.3,济南
140,《少年班》,2015.6.19,2015.7.19,工夫影业；华谊兄弟,肖洋,孙红雷-周冬雨-董子健-王栎鑫-李佳奇-夏天-王森,青春、校园、喜剧,票房（万）506.7,福州
141,《爱情魔发师》,2015.7.17,2015.8.2,北京仁和博纳文化传媒有限公司,倾海,游游-张燃-朱咪咪-黄一飞-崔浩博-王子轩,喜剧 / 爱情,票房（万）2.3,上海
142,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,广州
143,《一路惊喜》,2015.2.6,2015.3.8,万达影视传媒有限公司,金依萌/潘安子/章家瑞/宋迪,郭采洁-萧敬腾-赵丽颖-凤小岳-夏雨-梅婷-蓝燕-林家栋-张译-大鹏-蒋劲夫-孙艺洲-张辛苑-阚清子-刘维-乔杉,喜剧/爱情/家庭,票房（万）974.6,广州
144,《冲上云霄》,2015.2.19,2015.3.29,寰亚电影制作有限公司,叶伟信-邹凯光,古天乐-郑秀文-吴镇宇-张智霖-佘诗曼-郭采洁,剧情-爱情,票房（万）1563.3,济南
145,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,成都
146,《爱情魔发师》,2015.7.17,2015.8.2,北京仁和博纳文化传媒有限公司,倾海,游游-张燃-朱咪咪-黄一飞-崔浩博-王子轩,喜剧 / 爱情,票房（万）2.3,广州
147,《失孤》,2015.3.20,2015.5.3,华谊兄弟传媒集团、源合圣影视、映艺娱乐,彭三源,刘德华-井柏然-梁家辉-吴君如,剧情、社会,票房（万）2167.9,武汉
148,《百团大战》,2015.8.28,2015.10.11,八一电影制片厂；中国电影股份有限公司；北京紫禁城影业公司,宁海强-张玉中,陶泽如-刘之冰-印小天-吴越-唐国强-王伍福,战争/历史,票房（万）4137.3,上海
149,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,武汉
150,《爱之初体验》,2015.8.7,2015.8.23,上海锦瑟天下影视有限公司,海涛,张超-李晓峰-张瑶-吴大维-屈菁菁-刘雅瑟-乔曦,喜剧/爱情,票房（万）31.7,上海
151,《少年班》,2015.6.19,2015.7.19,工夫影业；华谊兄弟,肖洋,孙红雷-周冬雨-董子健-王栎鑫-李佳奇-夏天-王森,青春、校园、喜剧,票房（万）506.7,北京
152,《紫霞》,2015.12.11,2015.12.27,映代码公司,苗述,徐洁儿-袁晓超-刘承俊-洪天照-刘永健-谭赫-肖红-金晶-谢沅江,爱情-奇幻,票房（万）4.1,北京
153,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,北京
154,《万物生长》,2015.4.17,2015.5.24,北京劳雷影业、杭州果麦文化传媒、北京联瑞影业,李玉,范冰冰-韩庚-沙溢-吴莫愁-杨迪-齐溪-张博宇-沈婷婷-李梦-雷恪生-吕行,爱情、剧情、校园、喜剧,票房（万）1431.8,武汉
155,《分手再说我爱你》,2015.12.24,2016.1.17,爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司,叶念琛,方力申-邓丽欣,爱情、剧情,票房（万）173.2,武汉
156,《少年班》,2015.6.19,2015.7.19,工夫影业；华谊兄弟,肖洋,孙红雷-周冬雨-董子健-王栎鑫-李佳奇-夏天-王森,青春、校园、喜剧,票房（万）506.7,沈阳
157,《前任2：备胎反击战》,2015.11.6,2015.12.20,华谊兄弟传媒股份有限公司、新圣堂影业,田羽生,郑恺-郭采洁-张艺兴-王传君,爱情-喜剧,票房（万）2200.2,武汉
158,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,北京
159,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,北京
160,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,广州
161,《万物生长》,2015.4.17,2015.5.24,北京劳雷影业、杭州果麦文化传媒、北京联瑞影业,李玉,范冰冰-韩庚-沙溢-吴莫愁-杨迪-齐溪-张博宇-沈婷婷-李梦-雷恪生-吕行,爱情、剧情、校园、喜剧,票房（万）1431.8,福州
162,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,武汉
163,《恶棍天使》,2015.12.24,2016.2.13,天津橙子映像传媒有限公司、北京光线影业有限公司,邓超、俞白眉,邓超-孙俪-梁超-代乐乐,喜剧/荒诞/爱情,票房（万）6495.0,武汉
164,《浪漫天降》,2015.10.23,2015.11.8,,宁瀛,夏雨-关晓彤-邱泽,浪漫-爱情-喜剧,票房（万）75.2,福州
165,《失孤》,2015.3.20,2015.5.3,华谊兄弟传媒集团、源合圣影视、映艺娱乐,彭三源,刘德华-井柏然-梁家辉-吴君如,剧情、社会,票房（万）2167.9,北京
166,《紫霞》,2015.12.11,2015.12.27,映代码公司,苗述,徐洁儿-袁晓超-刘承俊-洪天照-刘永健-谭赫-肖红-金晶-谢沅江,爱情-奇幻,票房（万）4.1,成都
167,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,济南
168,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,天津
169,《冲上云霄》,2015.2.19,2015.3.29,寰亚电影制作有限公司,叶伟信-邹凯光,古天乐-郑秀文-吴镇宇-张智霖-佘诗曼-郭采洁,剧情-爱情,票房（万）1563.3,上海
170,《闯入者》,2015.4.30,2015.5.24,冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团,王小帅,吕中-秦海璐-冯远征-秦昊-石榴,剧情、犯罪,票房（万）103.6,武汉
171,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,广州
172,《冲上云霄》,2015.2.19,2015.3.29,寰亚电影制作有限公司,叶伟信-邹凯光,古天乐-郑秀文-吴镇宇-张智霖-佘诗曼-郭采洁,剧情-爱情,票房（万）1563.3,长沙
173,《紫霞》,2015.12.11,2015.12.27,映代码公司,苗述,徐洁儿-袁晓超-刘承俊-洪天照-刘永健-谭赫-肖红-金晶-谢沅江,爱情-奇幻,票房（万）4.1,济南
174,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,福州
175,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,济南
176,《简单爱》,2015.7.3,2015.7.19,中视合利（北京）文化投资有限公司一鸣影业公司（美国）,崔龄燕,许绍洋-张琳-谢雨芩-石铭熙,都市浪漫爱情喜剧,票房（万）232.7,长沙
177,《失孤》,2015.3.20,2015.5.3,华谊兄弟传媒集团、源合圣影视、映艺娱乐,彭三源,刘德华-井柏然-梁家辉-吴君如,剧情、社会,票房（万）2167.9,天津
178,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,天津
179,《一路惊喜》,2015.2.6,2015.3.8,万达影视传媒有限公司,金依萌/潘安子/章家瑞/宋迪,郭采洁-萧敬腾-赵丽颖-凤小岳-夏雨-梅婷-蓝燕-林家栋-张译-大鹏-蒋劲夫-孙艺洲-张辛苑-阚清子-刘维-乔杉,喜剧/爱情/家庭,票房（万）974.6,武汉
180,《简单爱》,2015.7.3,2015.7.19,中视合利（北京）文化投资有限公司一鸣影业公司（美国）,崔龄燕,许绍洋-张琳-谢雨芩-石铭熙,都市浪漫爱情喜剧,票房（万）232.7,广州
181,《分手再说我爱你》,2015.12.24,2016.1.17,爱奇艺影业（北京）有限公司、太阳娱乐文化有限公司、无限动力实业有限公司,叶念琛,方力申-邓丽欣,爱情、剧情,票房（万）173.2,长沙
182,《爱情魔发师》,2015.7.17,2015.8.2,北京仁和博纳文化传媒有限公司,倾海,游游-张燃-朱咪咪-黄一飞-崔浩博-王子轩,喜剧 / 爱情,票房（万）2.3,成都
183,《将错就错》,2015.3.5,2015.3.29,中国电影股份有限公司等,王宁,小沈阳-田亮-陈小春-熊黛林,爱情、喜剧,票房（万）397.4,天津
184,《破风》,2015.8.7,2015.9.13,恒大影视文化有限公司,林超贤,彭于晏-窦骁-崔始源-王珞丹-陈家乐-欧阳娜娜-连凯,剧情、运动、爱情,票房（万）1429.1,武汉
185,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,福州
186,《探灵档案》,2015.3.7,2015.3.22,壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司,彭发,马浴柯-吴昕-潘粤明-王景春-莫小棋-朱雨辰-洪天明-陈国坤-刘颖仪,悬疑-惊悚,票房（万）34.1,沈阳
187,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,福州
188,《万物生长》,2015.4.17,2015.5.24,北京劳雷影业、杭州果麦文化传媒、北京联瑞影业,李玉,范冰冰-韩庚-沙溢-吴莫愁-杨迪-齐溪-张博宇-沈婷婷-李梦-雷恪生-吕行,爱情、剧情、校园、喜剧,票房（万）1431.8,上海
189,《浪漫天降》,2015.10.23,2015.11.8,,宁瀛,夏雨-关晓彤-邱泽,浪漫-爱情-喜剧,票房（万）75.2,武汉
190,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,沈阳
191,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,北京
192,《少年班》,2015.6.19,2015.7.19,工夫影业；华谊兄弟,肖洋,孙红雷-周冬雨-董子健-王栎鑫-李佳奇-夏天-王森,青春、校园、喜剧,票房（万）506.7,天津
193,《爱情魔发师》,2015.7.17,2015.8.2,北京仁和博纳文化传媒有限公司,倾海,游游-张燃-朱咪咪-黄一飞-崔浩博-王子轩,喜剧 / 爱情,票房（万）2.3,长沙
194,《闯入者》,2015.4.30,2015.5.24,冬春文化、银润传媒、合润传媒、安乐电影、引力影视投资、重庆电影集团,王小帅,吕中-秦海璐-冯远征-秦昊-石榴,剧情、犯罪,票房（万）103.6,沈阳
195,《既然青春留不住》,2015.10.23,2015.11.22,杭州和润影视有限公司,田蒙,张翰-陈乔恩-王啸坤-施予斐-贾盛强-廖娟,喜剧、爱情,票房（万）500.3,天津
196,《最美的时候遇见你》,2015.12.11,2015.12.27,广州遐迩文化传播有限公司,吴娜,谭松韵-罗云熙,校园-爱情-喜剧,票房（万）15.2,广州
197,《少年班》,2015.6.19,2015.7.19,工夫影业；华谊兄弟,肖洋,孙红雷-周冬雨-董子健-王栎鑫-李佳奇-夏天-王森,青春、校园、喜剧,票房（万）506.7,武汉
198,《探灵档案》,2015.3.7,2015.3.22,壹马时代文化传媒（北京）有限公司、北京盛唐时代文化传播有限公司,彭发,马浴柯-吴昕-潘粤明-王景春-莫小棋-朱雨辰-洪天明-陈国坤-刘颖仪,悬疑-惊悚,票房（万）34.1,济南
199,《破风》,2015.8.7,2015.9.13,恒大影视文化有限公司,林超贤,彭于晏-窦骁-崔始源-王珞丹-陈家乐-欧阳娜娜-连凯,剧情、运动、爱情,票房（万）1429.1,成都
200,《万物生长》,2015.4.17,2015.5.24,北京劳雷影业、杭州果麦文化传媒、北京联瑞影业,李玉,范冰冰-韩庚-沙溢-吴莫愁-杨迪-齐溪-张博宇-沈婷婷-李梦-雷恪生-吕行,爱情、剧情、校园、喜剧,票房（万）1431.8,长沙
201,《前任2：备胎反击战》,2015.11.6,2015.12.20,华谊兄弟传媒股份有限公司、新圣堂影业,田羽生,郑恺-郭采洁-张艺兴-王传君,爱情-喜剧,票房（万）2200.2,天津
202,《浪漫天降》,2015.10.23,2015.11.8,,宁瀛,夏雨-关晓彤-邱泽,浪漫-爱情-喜剧,票房（万）75.2,上海
203,《一念天堂》,2015.12.31,2016.2.13,天河盛宴-凯德盛世（北京）投资管理有限公司-和云筹(北京)网络科技有限公司,张承,沈腾-马丽-林雪-杜晓宇-王子子-李元鹏,喜剧,票房（万）829.5,济南
204,《怦然星动》,2015.12.3,2016.1.10,欢瑞世纪-嘉行传媒-青春光线,陈国辉,杨幂-李易峰-陈数-王耀庆-迪丽热巴-张云龙,都市-爱情-喜剧,票房（万）1593.9,武汉
205,《破风》,2015.8.7,2015.9.13,恒大影视文化有限公司,林超贤,彭于晏-窦骁-崔始源-王珞丹-陈家乐-欧阳娜娜-连凯,剧情、运动、爱情,票房（万）1429.1,济南
206,《坏蛋必须死》,2015.11.27,2015.12.20,北京新力量、华谊兄弟、南京大道行知,孙皓,陈柏霖-孙艺珍-乔振宇-申贤俊-张光-杨旭文-丁文博-朴哲民,喜剧-悬疑-旅行-爱情,票房（万）405.4,长沙
207,《天将雄师》,2015.2.19,2015.4.6,耀莱文化-华谊兄弟-上海电影集团,李仁港,成龙-约翰·库萨克-阿德里安·布劳迪-崔始源 -林鹏-王若心-筷子兄弟-西蒙子-冯绍峰-朱佳煜,动作-古装-剧情-历史,票房（万）7443.2,上海
208,,,,,,,,,
